code,Species,Type,Qin,full_rcp26,full_rcp45,full_rcp85,buffer_rcp26,buffer_rcp45,buffer_rcp85,stable_rcp26,stable_rcp45,stable_rcp85
sp8159,Salix dibapha,wide-ranged,DD,EN,EN,VU,EN,EN,VU,CR,CR,EN
sp8160,Salix dissa,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,VU,VU
sp8163,Salix divergentistyla,wide-ranged,LC,CR,CR,EN,CR,CR,CR,CR,CR,CR
sp8165,Salix donggouxianica,narrow-ranged,EN,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp8166,Salix driophila,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,VU
sp8167,Salix dunnii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8169,Salix erioclada,wide-ranged,LC,VU,EN,VU,VU,EN,EN,EN,EN,EN
sp8171,Salix ernestii,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp8172,Salix etosia,wide-ranged,LC,VU,VU,VU,VU,VU,VU,VU,EN,EN
sp8173,Salix fargesii,wide-ranged,LC,LC,LC,LC,LC,LC,VU,NT,NT,EN
sp8177,Salix fengiana,wide-ranged,LC,NT,NT,NT,NT,NT,NT,VU,VU,VU
sp8182,Salix fulvopubescens,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp8183,Salix gilashanica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8187,Salix gracilior,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,NT
sp8189,Salix guebriantiana,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp8190,Salix gyamdaensis,wide-ranged,LC,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp8191,Salix gyirongensis,wide-ranged,NT,NT,VU,CR,NT,VU,CR,EN,EN,CR
sp8192,Salix haoana,wide-ranged,LC,CR,CR,EN,CR,CR,EN,CR,CR,EN
sp8194,Salix heishuiensis,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp8195,Salix heterochroma,wide-ranged,LC,NT,NT,VU,NT,NT,VU,VU,VU,EN
sp8196,Salix heteromera,wide-ranged,LC,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp8197,Salix hirticaulis,wide-ranged,VU,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp8198,Salix hsinganica,wide-ranged,LC,VU,EN,EN,VU,EN,EN,VU,EN,EN
sp8199,Salix humaensis,wide-ranged,VU,VU,EN,EX,VU,EN,EX,CR,CR,EX
sp8200,Salix hupehensis,wide-ranged,DD,NT,NT,VU,NT,VU,VU,EN,EN,EN
sp8201,Salix hylonoma,wide-ranged,LC,NT,NT,VU,NT,NT,VU,VU,VU,EN
sp8202,Salix hypoleuca,wide-ranged,LC,NT,NT,NT,NT,NT,VU,VU,VU,EN
sp8208,Salix jinchuanica,wide-ranged,LC,NT,VU,EN,NT,VU,EN,NT,VU,EN
sp8209,Salix jingdongensis,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp8210,Salix jishiensis,wide-ranged,NT,NT,NT,VU,NT,NT,VU,VU,VU,EN
sp8211,Salix juparica,wide-ranged,LC,LC,LC,LC,LC,LC,NT,VU,VU,EN
sp8213,Salix kamanica,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp8214,Salix kangdingensis,wide-ranged,LC,LC,LC,EN,LC,LC,EN,NT,NT,EN
sp8218,Salix kirilowiana,wide-ranged,LC,LC,LC,LC,NT,NT,VU,VU,VU,VU
sp8220,Salix kongbanica,wide-ranged,LC,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp8224,Salix kouytchensis,wide-ranged,LC,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp8225,Salix kungmuensis,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp8226,Salix kusanoi,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp8227,Salix lamashanensis,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,VU,EN
sp8228,Salix lanifera,wide-ranged,LC,LC,NT,CR,LC,NT,CR,NT,VU,CR
sp8229,Salix leveilleana,wide-ranged,LC,CR,EX,EX,CR,EX,EX,EX,EX,EX
sp8231,Salix linearistipularis,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp8232,Salix liouana,wide-ranged,LC,NT,NT,EN,NT,NT,EN,VU,VU,CR
sp8234,Salix luctuosa,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,VU,EN
sp8235,Salix ludingensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU
sp8236,Salix macroblasta,wide-ranged,NT,EN,VU,NT,EN,EN,NT,CR,CR,CR
sp8237,Salix maerkangensis,wide-ranged,LC,LC,LC,VU,LC,LC,VU,NT,NT,EN
sp8238,Salix magnifica,wide-ranged,LC,NT,NT,VU,NT,NT,VU,VU,VU,VU
sp8240,Salix maizhokunggarensis,wide-ranged,LC,LC,NT,VU,NT,NT,VU,NT,NT,EN
sp8241,Salix matsudana,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8244,Salix mesnyi,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8250,Salix mictotricha,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,EN,EN
sp8251,Salix minjiangensis,narrow-ranged,LC,LC,LC,LC,NT,NT,NT,VU,VU,NT
sp8252,Salix morrisonicola,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp8253,Salix moupinensis,wide-ranged,LC,VU,EN,EN,VU,EN,EN,EN,EN,EN
sp8254,Salix muliensis,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,VU,EN
sp8258,Salix nankingensis,wide-ranged,CR,CR,CR,EX,CR,CR,EX,CR,CR,EX
sp8259,Salix neoamnematchinensis,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp8260,Salix neolapponum,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp8261,Salix neowilsonii,narrow-ranged,EN,EN,EN,EN,EN,CR,EN,CR,CR,EN
sp8264,Salix nujiangensis,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp8266,Salix occidentalisinensis,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,EN
sp8267,Salix ochetophylla,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,VU,VU
sp8269,Salix omeiensis,wide-ranged,LC,VU,VU,NT,VU,EN,VU,EN,EN,CR
sp8270,Salix opsimantha,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,NT
sp8275,Salix ovatomicrophylla,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp8276,Salix paraflabellaris,wide-ranged,LC,LC,NT,NT,NT,NT,NT,NT,VU,VU
sp8277,Salix paraheterochroma,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8278,Salix paraphylicifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8279,Salix paraplesia,wide-ranged,LC,LC,LC,NT,NT,NT,NT,NT,NT,VU
sp8281,Salix paratetradenia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8282,Salix parvidenticulata,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8283,Salix pella,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8286,Salix permollis,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp8287,Salix phaidima,wide-ranged,LC,NT,NT,VU,NT,NT,VU,VU,EN,EN
sp8288,Salix phanera,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp8291,Salix pilosomicrophylla,wide-ranged,LC,LC,LC,VU,NT,NT,EN,VU,VU,EN
sp8292,Salix pingliensis,narrow-ranged,VU,EX,CR,CR,EX,CR,CR,CR,CR,EX
sp8293,Salix piptotricha,wide-ranged,LC,VU,EN,EN,VU,EN,EN,VU,EN,EN
sp8294,Salix plocotricha,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8295,Salix polyclona,wide-ranged,LC,LC,LC,NT,LC,LC,VU,VU,VU,EN
sp8296,Salix praticola,wide-ranged,LC,NT,VU,VU,NT,VU,VU,NT,VU,EN
sp8297,Salix psammophila,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,VU,VU
sp8298,Salix pseudopermollis,wide-ranged,VU,VU,VU,VU,VU,VU,VU,EN,EN,EN
sp8299,Salix pseudospissa,wide-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp8300,Salix pseudotangii,wide-ranged,VU,VU,EN,CR,VU,EN,CR,EN,EN,CR
sp8301,Salix pseudowallichiana,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,VU
sp8302,Salix pseudowolohoensis,wide-ranged,LC,NT,NT,EN,NT,NT,EN,NT,VU,EN
sp8306,Salix qinghaiensis,wide-ranged,LC,NT,NT,VU,NT,VU,VU,VU,VU,VU
sp8314,Salix rehderiana,wide-ranged,LC,LC,LC,NT,NT,NT,NT,NT,NT,VU
sp8316,Salix resecta,wide-ranged,LC,NT,NT,NT,NT,NT,NT,VU,EN,VU
sp8318,Salix rhododendrifolia,wide-ranged,LC,LC,LC,NT,LC,NT,NT,NT,NT,NT
sp8319,Salix rhoophila,wide-ranged,LC,VU,VU,EN,VU,VU,EN,EN,EN,CR
sp8320,Salix rockii,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp8326,Salix rosthornii,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp8336,Salix sclerophylloides,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp8337,Salix scopulicola,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp8340,Salix shandanensis,wide-ranged,LC,NT,NT,NT,NT,VU,VU,VU,VU,VU
sp8341,Salix shihtsuanensis,wide-ranged,LC,LC,LC,NT,LC,NT,NT,NT,NT,VU
sp8345,Salix sinica,wide-ranged,LC,NT,NT,NT,NT,NT,VU,VU,VU,EN
sp8348,Salix sinopurpurea,wide-ranged,LC,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp8351,Salix souliei,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp8352,Salix spathulifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,VU
sp8353,Salix sphaeronymphe,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp8354,Salix spodiophylla,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8355,Salix sungkianica,wide-ranged,DD,NT,NT,VU,NT,NT,VU,VU,VU,VU
sp8356,Salix tagawana,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp8357,Salix taishanensis,narrow-ranged,LC,EN,EN,CR,EN,EN,CR,CR,CR,CR
sp8360,Salix taiwanalpina,wide-ranged,LC,LC,NT,NT,LC,NT,NT,NT,NT,NT
sp8362,Salix tangii,wide-ranged,DD,NT,NT,VU,NT,NT,VU,VU,VU,EN
sp8364,Salix taoensis,wide-ranged,LC,LC,NT,NT,NT,NT,VU,NT,VU,EN
sp8370,Salix tenella,wide-ranged,DD,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp8372,Salix tengchongensis,narrow-ranged,EN,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp8376,Salix triandroides,wide-ranged,EN,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp8377,Salix trichocarpa,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,EN
sp8380,Salix vaccinioides,wide-ranged,LC,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp8381,Salix variegata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8385,Salix wangiana,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp8386,Salix warburgii,wide-ranged,LC,LC,LC,LC,NT,NT,LC,NT,NT,LC
sp8387,Salix weixiensis,narrow-ranged,EN,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp8390,Salix wilsonii,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp8391,Salix wolohoensis,wide-ranged,LC,NT,NT,EN,NT,NT,EN,VU,VU,EN
sp8392,Salix wuxuhaiensis,wide-ranged,LC,LC,LC,CR,LC,LC,CR,NT,NT,CR
sp8393,Salix xiaoguangshanica,wide-ranged,LC,VU,VU,EN,VU,VU,EN,EN,VU,EN
sp8394,Salix xizangensis,wide-ranged,LC,LC,LC,LC,LC,LC,NT,NT,NT,VU
sp8395,Salix yanbianica,wide-ranged,DD,LC,LC,LC,LC,LC,NT,NT,NT,VU
sp8396,Salix yuhuangshanensis,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp8397,Salix yumenensis,wide-ranged,LC,EN,EN,CR,EN,EN,CR,EN,EN,CR
sp8399,Salix zhegushanica,wide-ranged,LC,LC,NT,NT,NT,NT,NT,NT,NT,NT
sp8400,Salix zhouquensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8403,Salweenia wardii,wide-ranged,EN,EN,EN,EN,EN,EN,CR,EN,EN,CR
sp8405,Sapindus delavayi,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp8411,Saprosma henryi,narrow-ranged,EN,CR,EN,EN,EX,EN,EN,EN,EN,EX
sp8412,Saprosma merrillii,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp8419,Sarcococca longifolia,narrow-ranged,EN,EN,EN,EN,EN,EX,CR,EX,EX,EX
sp8420,Sarcococca longipetiolata,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp8421,Sarcococca ruscifolia,wide-ranged,LC,NT,VU,VU,NT,VU,VU,VU,VU,EN
sp8430,Sasa guangxiensis,wide-ranged,LC,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp8431,Sasa hubeiensis,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp8432,Sasa longiligulata,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp8434,Sasa qingyuanensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8435,Sasa sinica,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp8436,Sasa tomentosa,wide-ranged,VU,CR,EN,EN,CR,EN,EN,CR,CR,EN
sp8437,Sassafras randaiense,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8440,Saurauia erythrocarpa,wide-ranged,NT,VU,VU,NT,CR,CR,EN,CR,CR,EN
sp8445,Saurauia miniata,wide-ranged,VU,EN,EN,VU,EN,EN,VU,EN,CR,VU
sp8447,Saurauia polyneura,wide-ranged,LC,LC,LC,EN,LC,LC,EN,NT,NT,EN
sp8450,Saurauia rubricalyx,wide-ranged,LC,LC,LC,EN,NT,VU,EN,VU,VU,EN
sp8452,Saurauia thyrsiflora,wide-ranged,LC,VU,VU,NT,VU,VU,NT,VU,VU,VU
sp8454,Saurauia yunnanensis,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp8460,Sauropus reticulatus,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8463,Schefflera arboricola,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8467,Schefflera chinensis,wide-ranged,LC,LC,NT,EN,LC,NT,EN,NT,VU,EN
sp8471,Schefflera fengii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8477,Schefflera insignis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8483,Schefflera minutistellata,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,VU,EN
sp8484,Schefflera multinervia,narrow-ranged,DD,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp8485,Schefflera napuoensis,narrow-ranged,NT,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp8486,Schefflera parvifoliolata,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,CR,CR,EN
sp8491,Schefflera shweliensis,wide-ranged,LC,EN,EN,EN,EN,EN,CR,EN,EN,CR
sp8492,Schefflera taiwaniana,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8493,Schefflera wardii,wide-ranged,LC,LC,LC,VU,LC,LC,VU,NT,NT,EN
sp8497,Schima multibracteata,narrow-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp8499,Schima parviflora,wide-ranged,LC,NT,NT,EN,NT,NT,EN,NT,VU,EN
sp8500,Schima remotiserrata,wide-ranged,LC,VU,EN,CR,VU,EN,CR,VU,EN,CR
sp8501,Schima sericans,wide-ranged,LC,NT,NT,EN,NT,NT,EN,NT,NT,EN
sp8503,Schima sinensis,wide-ranged,LC,CR,CR,EN,CR,CR,EN,CR,CR,CR
sp8505,Schima villosa,narrow-ranged,VU,VU,EX,EX,VU,EX,EX,EX,EX,VU
sp8507,Schisandra arisanensis,wide-ranged,LC,LC,NT,NT,NT,NT,NT,NT,NT,NT
sp8509,Schisandra bicolor,wide-ranged,DD,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp8511,Schisandra glaucescens,wide-ranged,DD,EN,CR,CR,EN,CR,CR,EN,CR,CR
sp8514,Schisandra incarnata,wide-ranged,DD,EN,CR,CR,EN,CR,CR,EN,CR,CR
sp8515,Schisandra lancifolia,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp8521,Schisandra pubinervis,wide-ranged,DD,LC,LC,LC,NT,NT,LC,VU,EN,EN
sp8523,Schisandra sphaerandra,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8524,Schisandra sphenanthera,wide-ranged,DD,NT,VU,EN,NT,VU,EN,VU,VU,EN
sp8525,Schisandra tomentella,wide-ranged,DD,NT,VU,VU,VU,EN,EN,EN,CR,CR
sp8527,Schizophragma choufenianum,wide-ranged,LC,EN,EN,EN,EN,EN,EN,EN,EN,CR
sp8528,Schizophragma corylifolium,wide-ranged,LC,EN,CR,EN,EN,CR,EN,EN,CR,CR
sp8529,Schizophragma crassum,wide-ranged,LC,VU,EN,EN,VU,EN,EN,EN,EN,EN
sp8531,Schizophragma elliptifolium,wide-ranged,DD,VU,EN,CR,EN,EN,CR,EN,EN,CR
sp8532,Schizophragma fauriei,wide-ranged,DD,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp8533,Schizophragma hypoglaucum,wide-ranged,LC,EN,EN,EN,EN,EN,CR,EN,EN,CR
sp8534,Schizophragma integrifolium,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,VU,EN
sp8536,Schizophragma megalocarpum,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8537,Schizophragma molle,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp8540,Schizostachyum dumetorum,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,VU,EN
sp8542,Schizostachyum funghomii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8546,Schoepfia chinensis,wide-ranged,LC,NT,NT,LC,NT,NT,LC,NT,NT,NT
sp8567,Secamone likiangensis,wide-ranged,LC,NT,NT,EN,NT,NT,EN,EN,EN,EN
sp8568,Secamone minutiflora,wide-ranged,LC,VU,NT,LC,VU,VU,LC,CR,EN,VU
sp8569,Secamone sinica,wide-ranged,LC,EN,EN,LC,CR,EN,LC,CR,CR,VU
sp8571,Securidaca yaoshanensis,wide-ranged,LC,CR,CR,LC,CR,CR,LC,CR,CR,VU
sp8576,Semiarundinaria densiflora,wide-ranged,LC,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp8578,Semiliquidambar cathayensis,wide-ranged,VU,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp8579,Semiliquidambar caudata,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8580,Semiliquidambar chingii,wide-ranged,DD,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp8585,Shibataea chiangshanensis,narrow-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp8586,Shibataea chinensis,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp8587,Shibataea hispida,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8590,Shibataea nanpingensis,wide-ranged,LC,EN,VU,LC,EN,EN,LC,EN,EN,VU
sp8592,Shibataea strigosa,narrow-ranged,LC,VU,LC,VU,VU,NT,EN,VU,EN,EN
sp8595,Sibiraea angustata,wide-ranged,LC,LC,NT,NT,LC,NT,NT,NT,NT,NT
sp8597,Sibiraea tomentosa,wide-ranged,VU,EN,VU,EN,EN,VU,EN,EN,VU,EN
sp8606,Sindechites henryi,wide-ranged,LC,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp8609,Sinobambusa dushanensis,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8610,Sinobambusa farinosa,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,VU
sp8611,Sinobambusa henryi,wide-ranged,LC,EN,EN,LC,EN,EN,LC,CR,CR,VU
sp8613,Sinobambusa intermedia,wide-ranged,LC,LC,NT,NT,LC,NT,NT,NT,VU,VU
sp8614,Sinobambusa nephroaurita,wide-ranged,DD,EN,EN,EN,EN,EN,EN,EN,EN,CR
sp8615,Sinobambusa rubroligula,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8620,Sinofranchetia chinensis,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,EN,EN
sp8621,Sinojackia dolichocarpa,wide-ranged,EN,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp8622,Sinojackia henryi,wide-ranged,DD,LC,LC,VU,LC,LC,VU,NT,NT,VU
sp8623,Sinojackia rehderiana,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp8624,Sinojackia xylocarpa,wide-ranged,EN,CR,CR,CR,CR,CR,CR,CR,EX,EX
sp8630,Sinowilsonia henryi,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp8634,Skimmia melanocarpa,wide-ranged,LC,LC,NT,NT,LC,NT,NT,NT,NT,VU
sp8637,Sloanea changii,narrow-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp8638,Sloanea chingiana,wide-ranged,VU,VU,VU,VU,VU,VU,VU,EN,EN,VU
sp8640,Sloanea hainanensis,wide-ranged,NT,NT,NT,NT,NT,NT,NT,VU,NT,VU
sp8641,Sloanea hemsleyana,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp8643,Sloanea leptocarpa,wide-ranged,LC,LC,NT,VU,LC,NT,VU,NT,VU,EN
sp8652,Smilax astrosperma,wide-ranged,LC,VU,VU,NT,VU,EN,EN,EN,EN,EN
sp8654,Smilax bapouensis,narrow-ranged,EN,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp8655,Smilax basilata,wide-ranged,LC,CR,CR,LC,CR,CR,LC,CR,CR,NT
sp8659,Smilax chingii,wide-ranged,LC,VU,EN,EN,VU,EN,EN,VU,EN,EN
sp8660,Smilax cocculoides,wide-ranged,LC,LC,LC,NT,LC,NT,NT,NT,NT,NT
sp8663,Smilax cyclophylla,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,NT
sp8664,Smilax darrisii,wide-ranged,LC,NT,NT,LC,NT,NT,LC,EN,EN,NT
sp8666,Smilax densibarbata,narrow-ranged,LC,EN,EX,EX,EX,EX,EX,EX,EX,EX
sp8667,Smilax discotis,wide-ranged,LC,VU,VU,EN,VU,EN,EN,VU,EN,EN
sp8670,Smilax fooningensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8673,Smilax glaucochina,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp8678,Smilax hypoglauca,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8679,Smilax jiankunii,narrow-ranged,DD,LC,LC,LC,EN,LC,LC,NT,NT,EN
sp8680,Smilax kwangsiensis,wide-ranged,LC,EN,EN,LC,EN,EN,LC,EN,EN,NT
sp8688,Smilax lunglingensis,wide-ranged,DD,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp8689,Smilax lushuiensis,narrow-ranged,DD,VU,LC,LC,VU,LC,LC,VU,EN,EN
sp8690,Smilax mairei,wide-ranged,LC,EN,EN,VU,EN,EN,VU,EN,EN,VU
sp8692,Smilax megalantha,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp8694,Smilax microphylla,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,VU,VU
sp8701,Smilax nigrescens,wide-ranged,LC,NT,VU,VU,NT,VU,VU,VU,VU,EN
sp8702,Smilax outanscianensis,wide-ranged,LC,EN,EN,EN,EN,EN,CR,EN,CR,CR
sp8706,Smilax polycolea,wide-ranged,LC,NT,NT,VU,NT,NT,VU,VU,EN,EN
sp8710,Smilax scobinicaulis,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,VU,VU
sp8711,Smilax setiramula,wide-ranged,LC,EX,CR,LC,EX,CR,LC,EX,CR,NT
sp8715,Smilax trachypoda,wide-ranged,LC,NT,NT,EN,NT,NT,EN,VU,VU,EN
sp8717,Smilax tsinchengshanensis,wide-ranged,LC,LC,LC,EN,LC,NT,EN,NT,VU,EN
sp8718,Smilax vanchingshanensis,wide-ranged,LC,EN,EN,EN,EN,EN,EN,EN,CR,EN
sp8725,Solanum nienkui,wide-ranged,LC,NT,NT,NT,NT,NT,VU,EN,EN,EN
sp8734,Sophora brachygyna,wide-ranged,LC,CR,CR,EX,CR,CR,EX,CR,CR,EX
sp8735,Sophora davidii,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,VU,VU
sp8748,Sophora yunnanensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp8749,Sorbaria arborea,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp8751,Sorbaria kirilowii,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,EN,EN
sp8754,Sorbus albopilosa,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp8757,Sorbus amabilis,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp8758,Sorbus arguta,wide-ranged,LC,CR,CR,EN,CR,CR,EN,EX,EX,CR
sp8760,Sorbus astateria,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp8761,Sorbus caloneura,wide-ranged,LC,VU,VU,VU,VU,VU,EN,VU,VU,EN
sp8767,Sorbus discolor,wide-ranged,LC,NT,NT,NT,NT,NT,VU,VU,VU,EN
sp8768,Sorbus dunnii,wide-ranged,LC,VU,EN,CR,VU,EN,CR,EN,EN,CR
sp8770,Sorbus esserteauiana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU
sp8773,Sorbus folgneri,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp8777,Sorbus glomerulata,wide-ranged,LC,LC,LC,NT,NT,NT,VU,VU,VU,VU
