code,Species,Type,Qin,full_rcp26,full_rcp45,full_rcp85,buffer_rcp26,buffer_rcp45,buffer_rcp85,stable_rcp26,stable_rcp45,stable_rcp85
sp2428,Cotoneaster divaricatus,wide-ranged,LC,NT,NT,VU,NT,NT,VU,VU,VU,EN
sp2429,Cotoneaster fangianus,wide-ranged,NT,EN,CR,CR,EN,CR,CR,EN,CR,CR
sp2430,Cotoneaster foveolatus,wide-ranged,DD,VU,VU,EN,VU,VU,EN,VU,VU,EN
sp2433,Cotoneaster glabratus,wide-ranged,LC,NT,VU,EN,NT,VU,EN,EN,EN,CR
sp2434,Cotoneaster glaucophyllus,wide-ranged,LC,EN,EN,NT,EN,EN,NT,EN,EN,NT
sp2436,Cotoneaster glomerulatus,wide-ranged,VU,VU,VU,EN,VU,VU,EN,VU,VU,EN
sp2437,Cotoneaster gracilis,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp2438,Cotoneaster harrovianus,wide-ranged,LC,EX,EX,EN,EX,EX,EN,EX,EX,EN
sp2439,Cotoneaster harrysmithii,wide-ranged,LC,NT,NT,EN,NT,NT,EN,EN,EN,EN
sp2440,Cotoneaster hebephyllus,wide-ranged,LC,VU,VU,VU,VU,VU,VU,VU,VU,EN
sp2445,Cotoneaster langei,wide-ranged,NT,NT,NT,EN,NT,NT,EN,NT,NT,EN
sp2452,Cotoneaster moupinensis,wide-ranged,LC,NT,NT,EN,NT,NT,EN,VU,VU,EN
sp2456,Cotoneaster nitens,wide-ranged,NT,NT,NT,VU,NT,NT,EN,NT,VU,EN
sp2457,Cotoneaster nitidifolius,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2459,Cotoneaster obscurus,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,VU,VU
sp2461,Cotoneaster pannosus,wide-ranged,DD,NT,NT,VU,NT,NT,VU,NT,VU,VU
sp2462,Cotoneaster reticulatus,narrow-ranged,NT,EN,NT,NT,EN,NT,NT,EN,EN,CR
sp2463,Cotoneaster rhytidophyllus,wide-ranged,LC,LC,NT,VU,NT,NT,EN,VU,EN,EN
sp2467,Cotoneaster salicifolius,wide-ranged,LC,VU,EN,CR,VU,EN,CR,EN,EN,CR
sp2470,Cotoneaster schantungensis,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,EN,EN,VU
sp2472,Cotoneaster silvestrii,wide-ranged,LC,EN,EN,CR,EN,EN,CR,EN,EN,CR
sp2477,Cotoneaster taylorii,wide-ranged,NT,VU,EN,EN,VU,EN,EN,EN,EN,EN
sp2478,Cotoneaster tenuipes,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,VU
sp2479,Cotoneaster turbinatus,wide-ranged,LC,EN,EN,VU,EN,EN,VU,EN,EN,VU
sp2482,Cotoneaster wardii,wide-ranged,NT,EN,VU,EN,EN,VU,EN,EN,VU,EN
sp2483,Cotoneaster zabelii,wide-ranged,LC,NT,VU,VU,NT,VU,VU,VU,EN,EN
sp2491,Crataegus aurantia,wide-ranged,LC,VU,EN,VU,VU,EN,VU,EN,EN,EN
sp2492,Crataegus chungtienensis,wide-ranged,LC,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp2496,Crataegus hupehensis,wide-ranged,LC,VU,EN,EN,VU,EN,EN,EN,EN,CR
sp2497,Crataegus kansuensis,wide-ranged,LC,NT,NT,NT,NT,NT,VU,VU,VU,EN
sp2499,Crataegus oresbia,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp2501,Crataegus remotilobata,wide-ranged,LC,VU,VU,EN,EN,EN,EN,EN,EN,CR
sp2503,Crataegus scabrifolia,wide-ranged,LC,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp2504,Crataegus shensiensis,wide-ranged,NT,NT,NT,EN,NT,NT,EN,VU,VU,EN
sp2506,Crataegus wilsonii,wide-ranged,LC,NT,NT,EN,NT,NT,EN,VU,VU,EN
sp2515,Croton chunianus,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2518,Croton damayeshu,wide-ranged,LC,EN,EN,LC,EN,EN,LC,CR,CR,VU
sp2519,Croton euryphyllus,wide-ranged,LC,CR,CR,NT,CR,CR,NT,CR,CR,VU
sp2520,Croton howii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2527,Croton merrillianus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2528,Croton purpurascens,wide-ranged,LC,EN,EN,LC,EN,EN,LC,EN,EN,NT
sp2530,Croton yanhuii,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp2531,Croton yunnanensis,wide-ranged,LC,NT,LC,NT,NT,LC,NT,NT,NT,NT
sp2533,Cryptocarya acutifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2535,Cryptocarya brachythyrsa,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp2536,Cryptocarya calcicola,wide-ranged,LC,CR,CR,NT,CR,CR,VU,CR,CR,EN
sp2537,Cryptocarya chinensis,wide-ranged,LC,EN,EN,EN,EN,EN,EN,EN,EN,CR
sp2541,Cryptocarya depauperata,wide-ranged,NT,EN,EN,NT,EN,EN,NT,EN,EN,NT
sp2544,Cryptocarya leiana,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp2545,Cryptocarya lyoniifolia,narrow-ranged,LC,NT,EX,EX,NT,EX,EX,EX,EX,VU
sp2546,Cryptocarya maclurei,wide-ranged,LC,CR,CR,NT,CR,CR,NT,CR,CR,VU
sp2547,Cryptocarya maculata,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,EN,EN,VU
sp2548,Cryptocarya tsangii,wide-ranged,LC,EN,EN,VU,EN,EN,VU,EN,EN,EN
sp2550,Cryptocarya yunnanensis,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp2555,Cupressus chengiana,wide-ranged,LC,NT,NT,EN,NT,NT,EN,NT,NT,EN
sp2557,Cupressus duclouxiana,wide-ranged,VU,EN,EN,VU,EN,EN,VU,EN,EN,VU
sp2558,Cupressus funebris,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp2559,Cupressus gigantea,wide-ranged,LC,EN,EN,CR,EN,EN,CR,EN,EN,CR
sp2566,Cycas hainanensis,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp2570,Cycas panzhihuaensis,wide-ranged,EN,CR,CR,EN,CR,CR,EN,CR,CR,EN
sp2573,Cycas segmentifida,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp2575,Cycas taitungensis,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp2580,Cyclea longgangensis,narrow-ranged,LC,LC,LC,LC,LC,CR,EN,EX,CR,NT
sp2583,Cyclobalanopsis albicaulis,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp2585,Cyclobalanopsis argyrotricha,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp2588,Cyclobalanopsis austroglauca,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp2589,Cyclobalanopsis bella,wide-ranged,LC,VU,NT,LC,VU,NT,LC,EN,VU,NT
sp2591,Cyclobalanopsis championii,wide-ranged,LC,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp2593,Cyclobalanopsis chingsiensis,narrow-ranged,LC,LC,EN,CR,LC,EX,EX,EX,EX,NT
sp2594,Cyclobalanopsis chungii,wide-ranged,LC,VU,EN,EN,VU,EN,EN,VU,EN,CR
sp2595,Cyclobalanopsis delavayi,wide-ranged,LC,EX,EX,EN,EX,EX,EN,CR,EX,EN
sp2596,Cyclobalanopsis delicatula,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp2597,Cyclobalanopsis disciformis,wide-ranged,VU,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp2599,Cyclobalanopsis elevaticostata,wide-ranged,LC,LC,LC,CR,LC,LC,CR,NT,VU,CR
sp2604,Cyclobalanopsis glaucoides,wide-ranged,LC,VU,VU,NT,VU,VU,NT,EN,EN,EN
sp2605,Cyclobalanopsis gracilis,wide-ranged,LC,NT,NT,EN,NT,VU,EN,VU,VU,EN
sp2606,Cyclobalanopsis hui,wide-ranged,LC,EN,CR,EN,EN,CR,EN,EN,CR,EN
sp2607,Cyclobalanopsis hypophaea,narrow-ranged,NT,NT,NT,NT,NT,NT,NT,NT,VU,VU
sp2608,Cyclobalanopsis jenseniana,wide-ranged,LC,NT,NT,NT,NT,NT,VU,NT,VU,VU
sp2609,Cyclobalanopsis jinpinensis,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp2611,Cyclobalanopsis kiukiangensis,wide-ranged,LC,LC,LC,LC,LC,LC,NT,NT,NT,VU
sp2612,Cyclobalanopsis kouangsiensis,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp2614,Cyclobalanopsis litoralis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU
sp2615,Cyclobalanopsis litseoides,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,EN
sp2617,Cyclobalanopsis longinux,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2618,Cyclobalanopsis lungmaiensis,wide-ranged,LC,EN,EN,NT,EN,EN,NT,EN,EN,VU
sp2619,Cyclobalanopsis morii,wide-ranged,LC,LC,NT,NT,LC,NT,NT,NT,NT,NT
sp2620,Cyclobalanopsis motuoensis,wide-ranged,LC,LC,LC,EN,VU,VU,EN,VU,EN,EN
sp2621,Cyclobalanopsis multinervis,wide-ranged,LC,VU,EN,EN,VU,EN,EN,VU,EN,CR
sp2623,Cyclobalanopsis ningangensis,wide-ranged,LC,EN,CR,CR,EN,CR,CR,CR,CR,CR
sp2625,Cyclobalanopsis pachyloma,wide-ranged,LC,VU,EN,EN,VU,EN,EN,VU,EN,EN
sp2626,Cyclobalanopsis patelliformis,wide-ranged,LC,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp2627,Cyclobalanopsis pentacycla,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2628,Cyclobalanopsis phanera,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2634,Cyclobalanopsis stenophylloides,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2635,Cyclobalanopsis stewardiana,wide-ranged,LC,VU,EN,CR,VU,EN,CR,EN,EN,CR
sp2636,Cyclobalanopsis subhinoidea,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp2637,Cyclobalanopsis tenuicupula,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp2639,Cyclobalanopsis tomentosinervis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2641,Cyclobalanopsis yingjiangensis,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp2642,Cyclobalanopsis yonganensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2643,Cyclocarya paliurus,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,VU,EN
sp2646,Cyphotheca montana,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp2648,Cystacanthus affinis,wide-ranged,DD,LC,LC,LC,NT,LC,LC,VU,VU,EN
sp2651,Cystacanthus yunnanensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2660,Dalbergia dyeriana,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp2661,Dalbergia hainanensis,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp2662,Dalbergia hancei,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,NT
sp2663,Dalbergia henryana,wide-ranged,VU,VU,VU,VU,VU,VU,VU,EN,EN,EN
sp2665,Dalbergia jingxiensis,narrow-ranged,DD,LC,CR,EX,NT,EX,EX,EX,EX,VU
sp2667,Dalbergia millettii,wide-ranged,LC,NT,EN,EN,NT,EN,EN,VU,EN,EN
sp2669,Dalbergia obtusifolia,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,CR
sp2670,Dalbergia odorifera,wide-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp2671,Dalbergia peishaensis,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,EN,EN,EN
sp2679,Dalbergia tsoi,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp2683,Damnacanthus hainanensis,narrow-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp2684,Damnacanthus henryi,wide-ranged,LC,CR,CR,LC,CR,CR,LC,CR,CR,NT
sp2688,Damnacanthus officinarum,wide-ranged,NT,EN,EN,CR,EN,EN,CR,EN,EN,CR
sp2689,Damnacanthus tsaii,wide-ranged,LC,CR,EX,LC,EX,EX,NT,CR,EX,VU
sp2690,Daphne acutiloba,wide-ranged,LC,NT,VU,EN,NT,VU,EN,NT,VU,EN
sp2693,Daphne axillaris,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp2696,Daphne brevituba,narrow-ranged,EN,EN,EN,EN,EX,EN,EN,EX,EX,EX
sp2697,Daphne championii,wide-ranged,LC,NT,VU,VU,NT,VU,VU,VU,VU,VU
sp2698,Daphne depauperata,narrow-ranged,VU,VU,VU,VU,EX,EX,EX,EX,EX,EX
sp2699,Daphne emeiensis,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp2700,Daphne erosiloba,wide-ranged,LC,CR,CR,CR,CR,CR,EX,CR,CR,EX
sp2701,Daphne feddei,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,VU
sp2702,Daphne gemmata,wide-ranged,VU,CR,CR,VU,CR,CR,VU,CR,CR,EN
sp2704,Daphne giraldii,wide-ranged,LC,LC,LC,NT,NT,NT,NT,VU,VU,EN
sp2705,Daphne gracilis,narrow-ranged,VU,EN,EN,EN,EN,EN,EN,CR,CR,CR
sp2706,Daphne holosericea,wide-ranged,LC,NT,NT,NT,NT,NT,NT,VU,VU,VU
sp2708,Daphne jinyunensis,wide-ranged,LC,NT,NT,NT,NT,NT,NT,VU,NT,VU
sp2709,Daphne jinzhaiensis,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp2711,Daphne leishanensis,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp2712,Daphne longilobata,wide-ranged,LC,EN,EN,VU,EN,EN,VU,EN,EN,VU
sp2713,Daphne longituba,narrow-ranged,NT,NT,NT,NT,EX,EX,EX,EX,EX,EX
sp2718,Daphne pedunculata,wide-ranged,LC,EN,EN,LC,EN,EN,LC,EN,CR,NT
sp2719,Daphne purpurascens,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2722,Daphne tangutica,wide-ranged,DD,NT,NT,VU,NT,NT,VU,NT,VU,VU
sp2724,Daphne tenuiflora,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,VU,EN
sp2725,Daphne tripartita,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,EN
sp2726,Daphne xichouensis,narrow-ranged,NT,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp2727,Daphne yunnanensis,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp2728,Daphniphyllum angustifolium,wide-ranged,LC,EN,CR,CR,EN,CR,CR,EN,CR,CR
sp2736,Daphniphyllum paxianum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2737,Daphniphyllum subverticillatum,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,EN,EN
sp2738,Davidia involucrata,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp2746,Decaspermum albociliatum,narrow-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp2749,Decaspermum hainanense,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2753,Decumaria sinensis,wide-ranged,LC,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp2755,Dehaasia hainanensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC
sp2760,Dendrocalamus bambusoides,wide-ranged,DD,CR,CR,NT,CR,CR,NT,CR,CR,EN
sp2761,Dendrocalamus barbatus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,LC,NT,NT
sp2766,Dendrocalamus farinosus,wide-ranged,LC,CR,CR,NT,CR,CR,NT,CR,CR,VU
sp2767,Dendrocalamus fugongensis,wide-ranged,DD,VU,EN,CR,EN,EN,CR,EN,EN,CR
sp2770,Dendrocalamus jianshuiensis,narrow-ranged,DD,CR,EX,EX,CR,EX,EX,EX,EX,EX
sp2772,Dendrocalamus minor,wide-ranged,LC,LC,NT,NT,NT,NT,VU,VU,VU,EN
sp2774,Dendrocalamus pachystachys,wide-ranged,DD,NT,VU,LC,NT,VU,LC,EN,EN,VU
sp2776,Dendrocalamus peculiaris,wide-ranged,DD,LC,LC,LC,LC,LC,LC,LC,NT,VU
sp2777,Dendrocalamus semiscandens,wide-ranged,DD,EX,EX,LC,EX,EX,LC,EX,EX,NT
sp2779,Dendrocalamus sinicus,wide-ranged,DD,LC,LC,LC,LC,LC,LC,LC,LC,NT
sp2780,Dendrocalamus tibeticus,wide-ranged,DD,LC,LC,NT,LC,NT,NT,NT,NT,VU
sp2786,Dendrolobium dispermum,narrow-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp2790,Dendropanax bilocularis,wide-ranged,LC,CR,CR,EN,CR,CR,CR,CR,CR,CR
sp2792,Dendropanax confertus,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp2796,Dendropanax productus,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,VU,VU
sp2797,Dendropanax proteus,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp2805,Derris breviramosa,narrow-ranged,NT,NT,EN,VU,NT,EN,VU,EN,EN,NT
sp2806,Derris caudatilimba,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2807,Derris cavaleriei,wide-ranged,LC,NT,LC,LC,NT,LC,LC,VU,NT,NT
sp2810,Derris fordii,wide-ranged,LC,NT,VU,EN,NT,VU,EN,NT,VU,EN
sp2812,Derris harrowiana,narrow-ranged,NT,NT,NT,NT,EX,EX,EX,EX,EX,EX
sp2813,Derris laxiflora,wide-ranged,LC,LC,LC,LC,LC,LC,LC,LC,LC,LC
sp2815,Derris palmifolia,narrow-ranged,CR,CR,EX,EX,CR,EX,EX,EX,EX,CR
sp2817,Derris scabricaulis,wide-ranged,LC,LC,NT,VU,LC,NT,VU,NT,NT,VU
sp2837,Desmodium stenophyllum,wide-ranged,LC,LC,LC,NT,LC,LC,NT,VU,EN,CR
sp2840,Desmodium yunnanense,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,VU,EN
sp2846,Desmos yunnanensis,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp2847,Deutzia albida,wide-ranged,NT,NT,NT,VU,NT,NT,VU,NT,VU,VU
sp2848,Deutzia aspera,wide-ranged,NT,NT,NT,NT,NT,NT,NT,NT,NT,NT
sp2849,Deutzia baroniana,wide-ranged,LC,VU,VU,VU,VU,VU,EN,VU,EN,EN
sp2850,Deutzia bomiensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2851,Deutzia breviloba,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp2852,Deutzia calycosa,wide-ranged,LC,LC,NT,VU,LC,NT,VU,NT,NT,EN
sp2853,Deutzia cinerascens,narrow-ranged,LC,EN,EX,EX,EN,EX,EX,EX,EX,CR
sp2855,Deutzia crassidentata,wide-ranged,LC,VU,NT,EN,VU,VU,EN,EN,EN,CR
sp2856,Deutzia crassifolia,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp2857,Deutzia cymuligera,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2858,Deutzia discolor,wide-ranged,LC,VU,VU,EN,VU,VU,EN,EN,EN,EN
sp2859,Deutzia esquirolii,wide-ranged,EN,EX,EX,CR,EX,EX,CR,EX,EX,EX
sp2860,Deutzia faberi,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2862,Deutzia glauca,wide-ranged,LC,EN,EN,CR,EN,EN,CR,EN,CR,CR
sp2863,Deutzia glomeruliflora,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,NT
sp2865,Deutzia grandiflora,wide-ranged,LC,VU,EN,EN,VU,EN,EN,EN,EN,EN
sp2866,Deutzia heterophylla,wide-ranged,LC,LC,LC,EN,LC,LC,EN,EN,CR,EX
sp2868,Deutzia hypoglauca,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp2870,Deutzia longifolia,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp2872,Deutzia mollis,wide-ranged,LC,EN,CR,CR,EN,CR,CR,EN,CR,CR
sp2873,Deutzia monbeigii,wide-ranged,LC,VU,VU,NT,VU,VU,NT,EN,EN,VU
sp2874,Deutzia muliensis,wide-ranged,LC,NT,NT,VU,NT,NT,VU,EN,EN,EN
sp2875,Deutzia multiradiata,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,NT
sp2876,Deutzia nanchuanensis,wide-ranged,LC,EX,EX,EN,EX,EX,EN,EX,EX,CR
sp2877,Deutzia ningpoensis,wide-ranged,LC,VU,EN,CR,VU,EN,CR,VU,EN,CR
sp2878,Deutzia obtusilobata,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2882,Deutzia pilosa,wide-ranged,LC,EN,EN,NT,EN,EN,NT,EN,EN,EN
sp2885,Deutzia rehderiana,wide-ranged,LC,CR,CR,EN,CR,CR,EN,CR,CR,EN
sp2886,Deutzia rubens,wide-ranged,LC,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp2887,Deutzia schneideriana,wide-ranged,LC,EN,CR,CR,EN,CR,CR,EN,CR,CR
sp2888,Deutzia setchuenensis,wide-ranged,LC,NT,VU,VU,NT,VU,VU,NT,VU,EN
sp2891,Deutzia subulata,wide-ranged,LC,VU,VU,VU,VU,VU,VU,VU,EN,EN
sp2892,Deutzia taibaiensis,narrow-ranged,NT,EN,VU,EN,EN,VU,EN,EN,CR,CR
sp2893,Deutzia taiwanensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2902,Dichroa mollissima,narrow-ranged,NT,CR,EX,EX,CR,EX,EX,EX,EX,EX
sp2904,Dichroa yunnanensis,narrow-ranged,EN,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp2912,Dimocarpus yunnanensis,narrow-ranged,CR,CR,EX,CR,CR,EX,EX,EX,EX,CR
sp2914,Diospyros anisocalyx,narrow-ranged,EN,EN,CR,CR,EN,EX,EX,EX,EX,EN
sp2916,Diospyros caloneura,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp2917,Diospyros cathayensis,wide-ranged,LC,VU,EN,VU,VU,EN,VU,EN,EN,EN
sp2918,Diospyros chunii,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU
sp2919,Diospyros diversilimba,wide-ranged,LC,EN,NT,LC,EN,VU,LC,EN,EN,NT
sp2923,Diospyros esquirolii,narrow-ranged,LC,LC,LC,LC,LC,EN,EN,CR,CR,NT
sp2924,Diospyros fanjingshanica,narrow-ranged,DD,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp2926,Diospyros forrestii,wide-ranged,LC,LC,NT,VU,NT,VU,EN,NT,VU,EN
sp2928,Diospyros howii,narrow-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,NT
sp2929,Diospyros inflata,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp2934,Diospyros kintungensis,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX
sp2935,Diospyros kotoensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,EN
sp2936,Diospyros longshengensis,wide-ranged,LC,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp2939,Diospyros maclurei,narrow-ranged,LC,NT,CR,CR,NT,CR,CR,CR,CR,EN
sp2941,Diospyros metcalfii,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2942,Diospyros miaoshanica,wide-ranged,LC,EX,EX,CR,EX,EX,CR,EX,EX,CR
sp2947,Diospyros oleifera,wide-ranged,LC,NT,NT,VU,NT,NT,VU,NT,NT,VU
sp2950,Diospyros punctilimba,wide-ranged,LC,EX,EX,LC,EX,EX,LC,EX,EX,NT
sp2951,Diospyros reticulinervis,wide-ranged,LC,EX,EX,VU,EX,EX,VU,EX,EX,EN
sp2953,Diospyros rhombifolia,wide-ranged,LC,EN,EN,CR,EN,EN,CR,EN,EN,CR
sp2956,Diospyros sichourensis,wide-ranged,DD,CR,CR,VU,CR,CR,EN,CR,CR,CR
sp2957,Diospyros siderophylla,wide-ranged,LC,CR,EN,LC,CR,EN,LC,CR,EN,NT
sp2958,Diospyros strigosa,wide-ranged,DD,LC,LC,NT,LC,LC,NT,VU,NT,VU
sp2959,Diospyros sunyiensis,wide-ranged,LC,CR,CR,LC,CR,CR,NT,CR,CR,EN
sp2961,Diospyros sutchuensis,narrow-ranged,CR,CR,CR,CR,CR,CR,CR,CR,CR,CR
sp2962,Diospyros tsangii,wide-ranged,LC,NT,VU,EN,NT,VU,EN,VU,EN,EN
sp2963,Diospyros tutcheri,wide-ranged,LC,NT,VU,EN,NT,VU,EN,NT,VU,EN
sp2964,Diospyros unisemina,narrow-ranged,LC,LC,EX,EX,LC,EX,EX,EX,EX,EN
sp2965,Diospyros vaccinioides,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN
sp2966,Diospyros xishuangbannaensis,wide-ranged,DD,VU,EN,LC,EN,CR,LC,CR,EX,NT
sp2967,Diospyros yunnanensis,wide-ranged,LC,LC,NT,LC,LC,NT,LC,NT,NT,NT
sp2968,Diospyros zhenfengensis,narrow-ranged,DD,LC,NT,NT,LC,CR,CR,EX,EX,NT
sp2969,Dipelta elegans,wide-ranged,DD,CR,EX,NT,CR,EX,NT,CR,EX,VU
sp2970,Dipelta floribunda,wide-ranged,LC,VU,VU,VU,VU,VU,EN,VU,EN,EN
sp2971,Dipelta yunnanensis,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp2977,Diploclisia affinis,wide-ranged,LC,VU,VU,EN,VU,VU,EN,VU,EN,EN
sp2979,Diplodiscus trichospermus,wide-ranged,VU,VU,VU,VU,VU,VU,VU,VU,VU,VU
sp2985,Diplospora mollissima,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT
sp2988,Dipteronia dyeriana,narrow-ranged,EN,EN,EX,EX,EN,EX,EX,EX,EX,EN
sp2989,Dipteronia sinensis,wide-ranged,LC,NT,NT,EN,NT,VU,EN,VU,EN,EN
sp2991,Discocleidion rufescens,wide-ranged,LC,NT,VU,VU,NT,VU,VU,VU,VU,VU
sp2994,Distyliopsis laurifolia,wide-ranged,VU,EN,EN,VU,EN,EN,VU,CR,CR,EN
