code,Species,Type,Qin,full_rcp26,full_rcp60,full_rcp85,buffer_rcp26,buffer_rcp60,buffer_rcp85,stable_rcp26,stable_rcp60,stable_rcp85,Category
sp8928,Spondias pinnata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp8929,Sporoxeia clavicalcarata,narrow-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp8930,Sporoxeia sciadophila,wide-ranged,LC,LC,EN,EN,EN,NT,EN,EN,EN,EN,Partial gap
sp8931,Stachyurus chinensis,wide-ranged,DD,VU,LC,LC,LC,VU,LC,NT,NT,VU,Covered
sp8932,Stachyurus himalaicus,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,VU,VU,Covered
sp8933,Stachyurus obovatus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp8934,Stachyurus retusus,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,VU,Gap
sp8935,Stachyurus salicifolius,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp8936,Stachyurus yunnanensis,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp8937,Staphylea bumalda,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp8938,Staphylea forrestii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp8939,Staphylea holocarpa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,VU,Covered
sp8940,Staphylea shweliensis,wide-ranged,CR,LC,LC,LC,NT,CR,NT,EN,EN,CR,Gap
sp8941,Stauntonia brachyanthera,wide-ranged,LC,NT,LC,NT,LC,NT,NT,NT,NT,VU,Partial gap
sp8942,Stauntonia brunoniana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp8943,Stauntonia cavalerieana,wide-ranged,LC,LC,LC,LC,NT,LC,NT,VU,VU,NT,Partial gap
sp8944,Stauntonia chinensis,wide-ranged,NT,NT,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
sp8945,Stauntonia conspicua,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,VU,Gap
sp8946,Stauntonia decora,wide-ranged,LC,LC,EN,LC,EN,LC,VU,CR,CR,VU,Partial gap
sp8947,Stauntonia duclouxii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp8948,Stauntonia elliptica,wide-ranged,LC,LC,LC,LC,LC,NT,NT,NT,VU,VU,Partial gap
sp8949,Stauntonia glauca,wide-ranged,LC,LC,LC,LC,NT,LC,LC,EN,EN,EN,Gap
sp8950,Stauntonia leucantha,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp8951,Stauntonia obovata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp8952,Stauntonia obovatifoliola,wide-ranged,LC,NT,LC,LC,LC,NT,NT,NT,NT,VU,Partial gap
sp8953,Stauntonia obovatifoliola ssp. urophylla,wide-ranged,DD,VU,NT,VU,NT,VU,VU,NT,VU,VU,Partial gap
sp8954,Stauntonia pseudomaculata,wide-ranged,NT,LC,NT,LC,CR,LC,EX,CR,EX,NT,Gap
sp8955,Stauntonia trinervia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,Gap
sp8956,Stauntonia yaoshanensis,wide-ranged,DD,EN,CR,LC,CR,EX,CR,CR,EX,EX,Gap
sp8957,Stelmocrypton khasianum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp8958,Stemona japonica,wide-ranged,DD,NT,LC,LC,LC,NT,LC,NT,NT,VU,Gap
sp8959,Stemona mairei,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp8960,Stemona tuberosa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp8961,Stephanandra chinensis,wide-ranged,LC,NT,LC,LC,LC,VU,LC,NT,VU,EN,Partial gap
sp8962,Stephanandra incisa,wide-ranged,LC,LC,LC,LC,NT,NT,NT,NT,VU,VU,Gap
sp8963,Stephania merrillii,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,VU,No protected
sp8964,Sterculia brevissima,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp8965,Sterculia ceramica,wide-ranged,CR,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp8966,Sterculia euosma,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp8967,Sterculia gengmaensis,narrow-ranged,LC,LC,CR,CR,LC,CR,CR,CR,CR,NT,Gap
sp8968,Sterculia hainanensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp8969,Sterculia henryi,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,NT,Partial gap
sp8970,Sterculia henryi var. cuneata,narrow-ranged,LC,LC,EX,EX,LC,EX,EX,EX,EX,VU,Gap
sp8971,Sterculia hymenocalyx,narrow-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp8972,Sterculia impressinervis,narrow-ranged,EN,EX,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp8973,Sterculia kingtungensis,narrow-ranged,EN,EX,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp8974,Sterculia lanceifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp8975,Sterculia lanceolata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp8976,Sterculia micrantha,narrow-ranged,EN,EN,EN,CR,EN,EN,CR,CR,CR,EN,Gap
sp8977,Sterculia pinbienensis,narrow-ranged,NT,LC,LC,LC,LC,LC,LC,EN,EN,NT,Gap
sp8978,Sterculia principis,narrow-ranged,LC,LC,LC,NT,LC,LC,VU,NT,EN,NT,Gap
sp8979,Sterculia scandens,narrow-ranged,DD,EN,EX,EX,EN,EX,EX,EX,EX,EN,Gap
sp8980,Sterculia subracemosa,narrow-ranged,VU,EN,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp8981,Sterculia tonkinensis,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp8982,Sterculia villosa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp8983,Stereospermum colais,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp8984,Stereospermum neuranthum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp8985,Stewartia calcicola,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp8986,Stewartia cordifolia,wide-ranged,NT,LC,VU,LC,VU,EN,VU,EN,EN,CR,Gap
sp8987,Stewartia crassifolia,wide-ranged,LC,CR,VU,CR,EN,CR,CR,EN,CR,CR,Gap
sp8988,Stewartia laotica,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp8989,Stewartia medogensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp8990,Stewartia micrantha,narrow-ranged,NT,EN,CR,CR,EN,CR,CR,CR,CR,EN,Gap
sp8991,Stewartia obovata,wide-ranged,NT,LC,EX,CR,EX,NT,CR,EX,EX,CR,Gap
sp8992,Stewartia pteropetiolata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp8993,Stewartia rostrata,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,VU,VU,Gap
sp8994,Stewartia rubiginosa,wide-ranged,LC,EX,EX,EX,EX,EX,EX,EX,EX,EX,Partial gap
sp8995,Stewartia sichuanensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,Gap
sp8996,Stewartia sinensis,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,VU,Partial gap
sp8997,Stewartia sinensis var. acutisepala,narrow-ranged,LC,VU,LC,NT,VU,LC,NT,NT,VU,VU,Gap
sp8998,Stewartia sinensis var. brevicalyx,narrow-ranged,NT,LC,LC,LC,LC,LC,LC,NT,VU,VU,Partial gap
sp8999,Stewartia sinensis var. shensiensis,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9000,Stewartia sinii,wide-ranged,LC,EN,CR,EN,CR,CR,CR,CR,CR,CR,Partial gap
sp9001,Stewartia villosa,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,VU,Partial gap
sp9002,Stictocardia tiliifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,NT,NT,Gap
sp9003,Stixis scandens,narrow-ranged,LC,LC,LC,NT,LC,LC,VU,NT,VU,NT,Gap
sp9004,Stixis suaveolens,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9005,Stranvaesia amphidoxa,wide-ranged,LC,LC,NT,LC,NT,LC,LC,VU,VU,NT,Partial gap
sp9006,Stranvaesia amphidoxa var. amphileia,wide-ranged,LC,EN,EN,EN,CR,EN,CR,CR,CR,CR,Gap
sp9007,Stranvaesia davidiana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9008,Stranvaesia davidiana var. undulata,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
sp9009,Stranvaesia nussia,wide-ranged,LC,LC,NT,LC,NT,LC,NT,VU,VU,NT,Gap
sp9010,Stranvaesia oblanceolata,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9011,Stranvaesia tomentosa,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9012,Streblus asper,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9013,Streblus ilicifolius,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9014,Streblus indicus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9015,Streblus macrophyllus,narrow-ranged,LC,LC,CR,EN,LC,EX,CR,EX,EX,EN,Gap
sp9016,Streblus taxoides,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9017,Streblus tonkinensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9018,Streblus zeylanicus,wide-ranged,LC,LC,EN,EN,CR,LC,CR,CR,CR,CR,Gap
sp9019,Streptocaulon juventas,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9020,Strophanthus divaricatus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9021,Strophanthus wallichii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9022,Strophioblachia fimbricalyx,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9023,Strychnos angustiflora,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,VU,Gap
sp9024,Strychnos axillaris,narrow-ranged,DD,LC,LC,LC,LC,LC,NT,NT,NT,NT,Gap
sp9025,Strychnos cathayensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9026,Strychnos ignatii,wide-ranged,VU,LC,NT,LC,VU,LC,VU,EN,EN,VU,Gap
sp9027,Strychnos nitida,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9028,Strychnos ovata,wide-ranged,DD,LC,VU,NT,VU,LC,NT,VU,VU,NT,Gap
sp9029,Styrax agrestis,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9030,Styrax argentifolius,wide-ranged,LC,LC,CR,CR,CR,CR,CR,EX,EX,CR,Partial gap
sp9031,Styrax bashanensis,narrow-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9032,Styrax benzoides,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9033,Styrax calvescens,wide-ranged,LC,NT,LC,NT,LC,NT,NT,NT,VU,VU,Partial gap
sp9034,Styrax chinensis,wide-ranged,LC,LC,LC,LC,NT,LC,NT,EN,EN,VU,Partial gap
sp9035,Styrax confusus,wide-ranged,LC,LC,LC,LC,LC,LC,NT,NT,NT,NT,Partial gap
sp9036,Styrax confusus var. superbus,wide-ranged,NT,LC,LC,LC,LC,NT,VU,NT,CR,EN,Gap
sp9037,Styrax dasyanthus,wide-ranged,LC,NT,LC,NT,LC,NT,NT,NT,NT,NT,Partial gap
sp9038,Styrax faberi,wide-ranged,LC,LC,LC,NT,LC,LC,NT,NT,NT,NT,Partial gap
sp9039,Styrax faberi var. amplexifolius,narrow-ranged,CR,LC,LC,LC,EX,EX,EX,EX,EX,EX,Gap
sp9040,Styrax formosanus,wide-ranged,EN,NT,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
sp9041,Styrax formosanus var. hirtus,narrow-ranged,LC,VU,LC,LC,VU,LC,LC,NT,NT,EN,Gap
sp9042,Styrax grandiflorus,wide-ranged,LC,VU,NT,NT,NT,VU,NT,VU,VU,EN,Partial gap
sp9043,Styrax hainanensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9044,Styrax hemsleyanus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9045,Styrax huanus,narrow-ranged,CR,EX,EN,EN,EX,EN,EN,EN,CR,EX,Gap
sp9046,Styrax japonicus,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
sp9047,Styrax japonicus var. calycothrix,wide-ranged,LC,CR,NT,EN,NT,CR,EN,VU,EN,CR,Gap
sp9048,Styrax limprichtii,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9049,Styrax macranthus,wide-ranged,CR,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9050,Styrax macrocarpus,wide-ranged,EN,LC,LC,LC,LC,LC,NT,NT,EN,EN,Gap
sp9051,Styrax obassis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,VU,Gap
sp9052,Styrax odoratissimus,wide-ranged,LC,EN,LC,NT,NT,EN,VU,NT,VU,EN,Partial gap
sp9053,Styrax perkinsiae,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9054,Styrax roseus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9055,Styrax rugosus,wide-ranged,CR,NT,LC,LC,LC,VU,LC,NT,NT,VU,Gap
sp9056,Styrax serrulatus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9057,Styrax suberifolius,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9058,Styrax supaii,wide-ranged,EN,LC,LC,NT,LC,NT,NT,NT,EN,EN,Gap
sp9059,Styrax tonkinensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9060,Styrax wilsonii,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9061,Styrax wuyuanensis,wide-ranged,NT,LC,LC,VU,LC,LC,VU,NT,EN,NT,Gap
sp9062,Styrophyton caudatum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,NT,Gap
sp9063,Suaeda microphylla,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9064,Suaeda physophora,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9065,Suregada aequorea,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp9066,Suriana maritima,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9067,Sycopsis sinensis,wide-ranged,LC,NT,LC,NT,LC,NT,NT,NT,VU,NT,Partial gap
sp9068,Sycopsis triplinervia,wide-ranged,LC,LC,LC,LC,LC,NT,LC,EN,VU,EN,Gap
sp9069,Symphoricarpos sinensis,wide-ranged,LC,VU,VU,NT,EN,EN,EN,EN,EN,EN,Gap
sp9070,Symplocos adenophylla,wide-ranged,LC,LC,LC,LC,NT,LC,LC,NT,VU,NT,Partial gap
sp9071,Symplocos adenopus,wide-ranged,LC,EN,NT,VU,NT,EN,VU,VU,EN,EN,Partial gap
sp9072,Symplocos anomala,wide-ranged,LC,VU,NT,NT,NT,EN,NT,NT,VU,EN,Partial gap
sp9073,Symplocos atriolivacea,wide-ranged,LC,LC,NT,LC,NT,NT,NT,NT,NT,NT,Gap
sp9074,Symplocos austrosinensis,wide-ranged,LC,VU,LC,VU,NT,VU,EN,EN,EN,EN,Gap
sp9075,Symplocos cochinchinensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9076,Symplocos cochinchinensis ssp. laurina,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,VU,Partial gap
sp9077,Symplocos cochinchinensis var. angustifolia,wide-ranged,LC,LC,NT,NT,NT,NT,VU,VU,VU,NT,Gap
sp9078,Symplocos congesta,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9079,Symplocos crassilimba,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,VU,VU,Gap
sp9080,Symplocos dolichotricha,wide-ranged,LC,CR,CR,CR,CR,CR,CR,CR,CR,CR,Gap
sp9081,Symplocos dryophila,wide-ranged,LC,LC,LC,LC,NT,NT,NT,NT,NT,VU,Covered
sp9082,Symplocos euryoides,wide-ranged,VU,VU,CR,EN,CR,EN,CR,CR,CR,EN,Gap
sp9083,Symplocos fukienensis,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9084,Symplocos glandulifera,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,EN,Gap
sp9085,Symplocos glauca,wide-ranged,LC,NT,LC,NT,LC,VU,NT,NT,VU,EN,Partial gap
sp9086,Symplocos glomerata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9087,Symplocos groffii,wide-ranged,LC,NT,NT,NT,NT,NT,VU,VU,EN,EN,Covered
sp9088,Symplocos hainanensis,wide-ranged,DD,EN,EN,VU,EN,EN,EN,EN,EN,EN,Gap
sp9089,Symplocos heishanensis,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,NT,Gap
sp9090,Symplocos hookeri,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9091,Symplocos hookeri var. tomentosa,narrow-ranged,NT,LC,EX,EX,LC,EX,EX,EX,EX,EN,Gap
sp9092,Symplocos lancifolia,wide-ranged,LC,EN,NT,VU,NT,EN,VU,NT,VU,EN,Partial gap
sp9093,Symplocos lucida,wide-ranged,DD,VU,NT,NT,NT,VU,NT,NT,VU,EN,Partial gap
sp9094,Symplocos modesta,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp9095,Symplocos nokoensis,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp9096,Symplocos ovatilobata,wide-ranged,EN,VU,CR,EN,CR,EN,CR,CR,CR,EN,Gap
sp9097,Symplocos paniculata,wide-ranged,LC,VU,NT,NT,NT,VU,NT,NT,NT,VU,Partial gap
sp9098,Symplocos paucinervia,narrow-ranged,EN,LC,LC,LC,LC,LC,NT,NT,EN,NT,Gap
sp9099,Symplocos pendula,wide-ranged,LC,VU,NT,NT,NT,VU,NT,NT,NT,EN,Partial gap
sp9100,Symplocos pendula var. hirtistylis,wide-ranged,LC,LC,LC,LC,NT,EN,VU,NT,NT,VU,Gap
sp9101,Symplocos pilosa,wide-ranged,EN,LC,EX,CR,EX,EN,EX,EX,EX,EN,Gap
sp9102,Symplocos poilanei,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9103,Symplocos pseudobarberina,wide-ranged,LC,LC,VU,EN,VU,VU,EN,EN,EN,EN,Partial gap
sp9104,Symplocos pyrifolia,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9105,Symplocos racemosa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9106,Symplocos ramosissima,wide-ranged,LC,NT,LC,NT,LC,NT,NT,VU,EN,EN,Covered
sp9107,Symplocos spectabilis,narrow-ranged,DD,CR,EX,EX,CR,EX,EX,EX,EX,CR,Gap
sp9108,Symplocos stellaris,wide-ranged,LC,VU,LC,LC,LC,VU,LC,NT,NT,EN,Partial gap
sp9109,Symplocos stellaris var. aenea,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9110,Symplocos sulcata,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9111,Symplocos sumuntia,wide-ranged,LC,NT,LC,NT,LC,NT,NT,NT,NT,VU,Partial gap
sp9112,Symplocos ulotricha,wide-ranged,LC,LC,EN,CR,CR,LC,EX,CR,EX,EN,Gap
sp9113,Symplocos viridissima,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9114,Symplocos wikstroemiifolia,wide-ranged,LC,VU,NT,VU,NT,EN,VU,VU,EN,EN,Partial gap
sp9115,Symplocos xylopyrena,wide-ranged,LC,NT,LC,LC,NT,EN,NT,NT,VU,EN,Partial gap
sp9116,Syndiclis anlungensis,narrow-ranged,CR,CR,EX,EX,CR,EX,EX,EX,EX,CR,Gap
sp9117,Syndiclis chinensis,wide-ranged,EN,EN,EN,EN,EN,EN,EN,EN,EN,EN,Gap
sp9118,Syndiclis fooningensis,narrow-ranged,CR,CR,EX,EX,CR,EX,EX,EX,EX,CR,Gap
sp9119,Syndiclis furfuracea,narrow-ranged,CR,LC,LC,LC,LC,LC,LC,VU,VU,NT,Partial gap
sp9120,Syndiclis kwangsiensis,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9121,Syndiclis lotungensis,narrow-ranged,CR,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9122,Syndiclis pingbienensis,narrow-ranged,VU,LC,VU,CR,LC,VU,CR,EN,CR,NT,Gap
sp9123,Syringa komarowii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9124,Syringa komarowii ssp. reflexa,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9125,Syringa mairei,wide-ranged,LC,LC,LC,LC,NT,LC,NT,EN,EN,EN,Gap
sp9126,Syringa meyeri,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,NT,Gap
sp9127,Syringa oblata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9128,Syringa oblata ssp. dilatata,wide-ranged,LC,LC,NT,LC,NT,LC,LC,EN,EN,VU,Gap
sp9129,Syringa pinetorum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9130,Syringa pinnatifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9131,Syringa pubescens,wide-ranged,VU,LC,LC,LC,LC,NT,NT,NT,NT,NT,Covered
sp9132,Syringa pubescens ssp. julianae,wide-ranged,DD,LC,LC,LC,NT,NT,NT,VU,VU,EN,Gap
sp9133,Syringa pubescens ssp. patula,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9134,Syringa reticulata ssp. amurensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9135,Syringa sweginzowii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9136,Syringa tomentella,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9137,Syringa villosa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9138,Syringa wardii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,VU,Gap
sp9139,Syringa wolfii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9140,Syringa yunnanensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,VU,Partial gap
sp9141,Syzygium acuminatissimum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9142,Syzygium araiocladum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9143,Syzygium austrosinense,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9144,Syzygium austroyunnanense,wide-ranged,EN,EN,LC,LC,LC,EN,LC,NT,NT,EN,Partial gap
sp9145,Syzygium balsameum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9146,Syzygium boisianum,wide-ranged,LC,NT,NT,NT,NT,NT,NT,VU,VU,NT,Gap
sp9147,Syzygium brachythyrsum,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9148,Syzygium bullockii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9149,Syzygium buxifolium,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9150,Syzygium cathayense,wide-ranged,DD,LC,NT,NT,EN,LC,CR,EN,CR,VU,Partial gap
sp9151,Syzygium championii,wide-ranged,LC,VU,CR,EN,CR,CR,CR,CR,CR,CR,Partial gap
sp9152,Syzygium cinereum,narrow-ranged,LC,VU,EX,EX,EN,EX,EX,EX,EX,EN,Gap
sp9153,Syzygium claviflorum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9154,Syzygium congestiflorum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9155,Syzygium conspersipunctatum,wide-ranged,DD,NT,NT,NT,VU,NT,VU,VU,VU,NT,Gap
sp9156,Syzygium cumini,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9157,Syzygium densinervium var. insulare,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,EN,No protected
sp9158,Syzygium euonymifolium,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9159,Syzygium euphlebium,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp9160,Syzygium fluviatile,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9161,Syzygium formosanum,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp9162,Syzygium forrestii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9163,Syzygium fruticosum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9164,Syzygium globiflorum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9165,Syzygium gongshanense,narrow-ranged,LC,LC,LC,LC,EN,EN,EN,EN,EN,EN,Partial gap
sp9166,Syzygium grijsii,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
