code,Species,Type,Qin,full_rcp26,full_rcp60,full_rcp85,buffer_rcp26,buffer_rcp60,buffer_rcp85,stable_rcp26,stable_rcp60,stable_rcp85,Category
sp9167,Syzygium guangxiense,narrow-ranged,LC,LC,LC,LC,LC,NT,LC,EN,EN,NT,Gap
sp9168,Syzygium hancei,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9169,Syzygium handelii,wide-ranged,LC,LC,NT,NT,NT,LC,NT,VU,EN,EN,Gap
sp9170,Syzygium howii,wide-ranged,CR,EX,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp9171,Syzygium imitans,wide-ranged,LC,LC,VU,LC,VU,LC,LC,EN,VU,NT,Gap
sp9172,Syzygium infrarubiginosum,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9173,Syzygium jambos,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9174,Syzygium jambos var. tripinnatum,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,No protected
sp9175,Syzygium jienfunicum,narrow-ranged,CR,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9176,Syzygium kusukusense,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp9177,Syzygium kwangtungense,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,VU,Gap
sp9178,Syzygium laosense var. quocense,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9179,Syzygium levinei,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9180,Syzygium lineatum,narrow-ranged,LC,LC,LC,LC,LC,CR,NT,EX,CR,NT,Gap
sp9181,Syzygium malaccense,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9182,Syzygium melanophyllum,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9183,Syzygium myrsinifolium var. grandiflorum,narrow-ranged,DD,LC,EN,EN,LC,EN,EN,CR,EN,VU,Gap
sp9184,Syzygium nervosum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9185,Syzygium oblatum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9186,Syzygium odoratum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9187,Syzygium paucivenium,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,No protected
sp9188,Syzygium polypetaloideum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9189,Syzygium rehderianum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9190,Syzygium rockii,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9191,Syzygium salwinense,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9192,Syzygium samarangense,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9193,Syzygium saxatile,narrow-ranged,NT,EX,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp9194,Syzygium sichuanense,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9195,Syzygium simile,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,No protected
sp9196,Syzygium stenocladum,wide-ranged,NT,VU,EN,VU,EN,VU,EN,EN,EN,VU,Gap
sp9197,Syzygium sterrophyllum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9198,Syzygium szemaoense,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9199,Syzygium taiwanicum,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,No protected
sp9200,Syzygium tenuirhachis,wide-ranged,LC,LC,NT,LC,EN,LC,EN,EN,CR,NT,Gap
sp9201,Syzygium tephrodes,wide-ranged,LC,NT,NT,NT,VU,NT,VU,VU,VU,NT,Gap
sp9202,Syzygium tetragonum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9203,Syzygium toddalioides,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9204,Syzygium tsoongii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,EN,Gap
sp9205,Syzygium vestitum,narrow-ranged,DD,EX,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp9206,Syzygium wenshanense,narrow-ranged,NT,EX,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp9207,Syzygium xizangense,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9208,Syzygium yunnanense,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9209,Syzygium zeylanicum,wide-ranged,LC,LC,NT,LC,EN,LC,LC,EN,EN,NT,Partial gap
sp9210,Tabernaemontana bovina,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9211,Tabernaemontana bufalina,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,NT,NT,Gap
sp9212,Tabernaemontana corymbosa,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9213,Tabernaemontana divaricata,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9214,Tadehagi pseudotriquetrum,wide-ranged,LC,EN,CR,CR,CR,EN,CR,CR,CR,CR,Gap
sp9215,Tadehagi triquetrum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9216,Taiwania cryptomerioides,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9217,Talauma hodgsonii,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9218,Tamarix androssowii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9219,Tamarix aphylla,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp9220,Tamarix arceuthoides,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9221,Tamarix austromongolica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9222,Tamarix elongata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9223,Tamarix gansuensis,wide-ranged,LC,NT,NT,NT,NT,NT,NT,NT,VU,VU,Covered
sp9224,Tamarix gracilis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9225,Tamarix hispida,wide-ranged,LC,LC,NT,NT,NT,LC,NT,NT,NT,NT,Covered
sp9226,Tamarix hohenackeri,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9227,Tamarix jintaensis,wide-ranged,CR,CR,NT,EN,NT,CR,EN,VU,CR,EX,Gap
sp9228,Tamarix karelinii,wide-ranged,LC,VU,NT,NT,NT,VU,VU,VU,EN,EN,Covered
sp9229,Tamarix laxa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9230,Tamarix leptostachya,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9231,Tamarix ramosissima,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9232,Tamarix sachensis,wide-ranged,CR,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9233,Tamarix taklamakanensis,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9234,Tamarix tarimensis,wide-ranged,EN,LC,LC,LC,NT,NT,NT,VU,VU,VU,Covered
sp9235,Tapiscia sinensis,wide-ranged,LC,VU,NT,NT,NT,VU,NT,NT,VU,EN,Covered
sp9236,Tapiscia yunnanensis,wide-ranged,LC,LC,LC,LC,NT,VU,EN,VU,EN,EN,Gap
sp9237,Tarenna acutisepala,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
sp9238,Tarenna austrosinensis,narrow-ranged,LC,LC,EN,CR,NT,EN,CR,CR,CR,EN,Partial gap
sp9239,Tarenna depauperata,wide-ranged,LC,LC,EN,EN,EN,LC,EN,EN,CR,VU,Partial gap
sp9240,Tarenna gracilipes,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp9241,Tarenna lanceolata,wide-ranged,LC,EN,VU,CR,EN,CR,CR,CR,CR,CR,Partial gap
sp9242,Tarenna lancilimba,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9243,Tarenna laticorymbosa,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,EN,CR,NT,Partial gap
sp9244,Tarenna mollissima,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9245,Tarenna polysperma,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,EN,Gap
sp9246,Tarenna pubinervis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,VU,Gap
sp9247,Tarenna sinica,narrow-ranged,LC,LC,LC,LC,LC,LC,CR,NT,CR,NT,Gap
sp9248,Tarenna tsangii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9249,Tarenna tsangii f. elliptica,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9250,Tarenna wangii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9251,Tarenna yunnanensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,EN,EN,NT,Gap
sp9252,Tarenna zeylanica,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp9253,Tarennoidea wallichii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9254,Taxillus balansae,wide-ranged,LC,LC,VU,LC,VU,LC,VU,VU,EN,NT,Gap
sp9255,Taxillus caloreas,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9256,Taxillus caloreas var. fargesii,wide-ranged,NT,NT,NT,LC,NT,EN,LC,EN,VU,CR,Gap
sp9257,Taxillus delavayi,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9258,Taxillus kaempferi,wide-ranged,LC,NT,LC,LC,LC,VU,LC,NT,VU,EN,Gap
sp9259,Taxillus levinei,wide-ranged,LC,NT,LC,NT,LC,NT,NT,NT,NT,NT,Partial gap
sp9260,Taxillus limprichtii,wide-ranged,LC,LC,LC,NT,NT,LC,NT,NT,NT,NT,Partial gap
sp9261,Taxillus limprichtii var. longiflorus,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,CR,Gap
sp9262,Taxillus liquidambaricola,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9263,Taxillus pseudochinensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp9264,Taxillus sericus,wide-ranged,LC,LC,NT,NT,NT,LC,NT,EN,EN,EN,Partial gap
sp9265,Taxillus sutchuenensis,wide-ranged,LC,EN,VU,VU,VU,EN,VU,VU,EN,EN,Partial gap
sp9266,Taxillus theifer,narrow-ranged,LC,LC,LC,LC,NT,LC,LC,NT,NT,NT,No protected
sp9267,Taxillus thibetensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,NT,Partial gap
sp9268,Taxillus umbellifer,wide-ranged,LC,NT,LC,LC,LC,VU,NT,VU,VU,EN,Gap
sp9269,Taxus cuspidata,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9270,Taxus wallichiana,wide-ranged,LC,VU,LC,NT,LC,VU,NT,NT,VU,EN,Covered
sp9271,Taxus wallichiana var. chinensis,wide-ranged,VU,NT,LC,LC,NT,VU,NT,NT,VU,EN,Covered
sp9272,Taxus wallichiana var. mairei,wide-ranged,VU,VU,NT,NT,NT,VU,NT,NT,VU,VU,Partial gap
sp9273,Terminalia bellirica,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9274,Terminalia catappa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9275,Terminalia chebula,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,EN,VU,Gap
sp9276,Terminalia chebula var. tomentella,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,NT,Gap
sp9277,Terminalia franchetii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,VU,VU,VU,Partial gap
sp9278,Terminalia franchetii var. intricata,wide-ranged,NT,LC,LC,LC,NT,LC,LC,EN,EN,EN,Gap
sp9279,Terminalia myriocarpa,wide-ranged,DD,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9280,Terminalia myriocarpa var. hirsuta,narrow-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,EN,Gap
sp9281,Terminalia nigrovenulosa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9282,Terminthia paniculata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9283,Ternstroemia biangulipes,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9284,Ternstroemia conicocarpa,wide-ranged,VU,CR,EN,EN,CR,CR,EN,CR,CR,CR,Gap
sp9285,Ternstroemia gymnanthera,wide-ranged,LC,NT,LC,LC,LC,NT,NT,NT,NT,NT,Partial gap
sp9286,Ternstroemia gymnanthera var. wightii,wide-ranged,LC,LC,LC,LC,LC,NT,NT,NT,NT,VU,Covered
sp9287,Ternstroemia hainanensis,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9288,Ternstroemia insignis,wide-ranged,LC,LC,NT,LC,VU,LC,EN,EN,CR,VU,Gap
sp9289,Ternstroemia japonica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp9290,Ternstroemia kwangtungensis,wide-ranged,LC,VU,NT,NT,NT,VU,NT,NT,NT,EN,Partial gap
sp9291,Ternstroemia luteoflora,wide-ranged,LC,NT,NT,NT,NT,NT,NT,VU,VU,VU,Partial gap
sp9292,Ternstroemia microphylla,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9293,Ternstroemia nitida,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9294,Ternstroemia sichuanensis,wide-ranged,NT,LC,LC,LC,LC,LC,LC,VU,NT,EN,Gap
sp9295,Ternstroemia simaoensis,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9296,Ternstroemia yunnanensis,narrow-ranged,EN,LC,EX,EX,LC,EX,EX,EX,EX,VU,Gap
sp9297,Tetracentron sinense,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9298,Tetracera sarmentosa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9299,Tetradium austrosinense,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9300,Tetradium calcicola,wide-ranged,LC,CR,CR,CR,CR,CR,CR,CR,CR,CR,Gap
sp9301,Tetradium daniellii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,Covered
sp9302,Tetradium fraxinifolium,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,VU,Partial gap
sp9303,Tetradium glabrifolium,wide-ranged,LC,VU,NT,NT,NT,VU,NT,NT,NT,VU,Partial gap
sp9304,Tetradium ruticarpum,wide-ranged,LC,VU,NT,NT,NT,VU,NT,NT,NT,VU,Partial gap
sp9305,Tetradium trichotomum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9306,Tetraena mongolica,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9307,Tetrameles nudiflora,narrow-ranged,VU,NT,LC,LC,NT,LC,LC,NT,VU,VU,Partial gap
sp9308,Tetrapanax papyrifer,wide-ranged,LC,VU,NT,VU,NT,VU,VU,VU,VU,VU,Partial gap
sp9309,Tetrastigma apiculatum,wide-ranged,NT,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9310,Tetrastigma campylocarpum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9311,Tetrastigma caudatum,wide-ranged,LC,LC,NT,LC,NT,LC,LC,VU,NT,NT,Gap
sp9312,Tetrastigma cauliflorum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9313,Tetrastigma ceratopetalum,wide-ranged,LC,LC,EN,EN,CR,LC,CR,CR,EX,VU,Gap
sp9314,Tetrastigma delavayi,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9315,Tetrastigma erubescens,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9316,Tetrastigma erubescens var. monophyllum,wide-ranged,LC,LC,CR,CR,EX,LC,CR,EX,EX,EN,Gap
sp9317,Tetrastigma funingense,wide-ranged,LC,LC,EN,CR,CR,LC,CR,CR,CR,VU,Gap
sp9318,Tetrastigma godefroyanum,narrow-ranged,LC,LC,NT,VU,LC,NT,VU,VU,EN,NT,Gap
sp9319,Tetrastigma hemsleyanum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp9320,Tetrastigma henryi,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9321,Tetrastigma hypoglaucum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,VU,Covered
sp9322,Tetrastigma jinghongense,narrow-ranged,LC,EN,LC,LC,EN,LC,LC,NT,NT,CR,Partial gap
sp9323,Tetrastigma jinxiuense,narrow-ranged,EN,LC,LC,LC,NT,NT,NT,CR,CR,CR,Partial gap
sp9324,Tetrastigma kwangsiense,narrow-ranged,LC,LC,LC,LC,LC,EN,EN,EN,EN,NT,Partial gap
sp9325,Tetrastigma lanyuense,narrow-ranged,CR,LC,LC,LC,LC,LC,LC,NT,NT,VU,No protected
sp9326,Tetrastigma lenticellatum,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9327,Tetrastigma longipedunculatum,narrow-ranged,LC,LC,LC,LC,LC,NT,LC,EN,EN,NT,Gap
sp9328,Tetrastigma obtectum var. glabrum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,No protected
sp9329,Tetrastigma papillatum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9330,Tetrastigma pseudocruciatum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9331,Tetrastigma pubinerve,wide-ranged,LC,LC,CR,CR,CR,LC,CR,CR,CR,VU,Gap
sp9332,Tetrastigma retinervium var. pubescens,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9333,Tetrastigma rumicispermum,wide-ranged,LC,LC,LC,LC,LC,NT,LC,NT,NT,NT,Partial gap
sp9334,Tetrastigma rumicispermum var. lasiogynum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9335,Tetrastigma serrulatum var. puberulum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9336,Tetrastigma sichouense,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9337,Tetrastigma subtetragonum,narrow-ranged,EN,LC,LC,LC,LC,LC,EN,EN,CR,NT,Partial gap
sp9338,Tetrastigma tonkinense,narrow-ranged,LC,LC,LC,LC,LC,NT,NT,VU,VU,NT,Gap
sp9339,Tetrastigma tsaianum,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,No protected
sp9340,Tetrastigma venulosum,narrow-ranged,VU,LC,EX,EX,LC,EX,EX,EX,EX,VU,Gap
sp9341,Tetrastigma xishuangbannaense,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9342,Tetrastigma yiwuense,narrow-ranged,CR,LC,LC,LC,LC,LC,LC,NT,NT,VU,Gap
sp9343,Thespesia lampas,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9344,Thespesia populnea,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9345,Thottea hainanensis,narrow-ranged,VU,NT,CR,EN,NT,CR,EN,CR,EN,VU,Gap
sp9346,Thuja koraiensis,wide-ranged,CR,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9347,Thuja sutchuenensis,narrow-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9348,Thunbergia coccinea,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9349,Tilia amurensis,wide-ranged,LC,LC,LC,LC,NT,LC,LC,NT,NT,NT,Gap
sp9350,Tilia callidonta,wide-ranged,VU,LC,LC,LC,LC,NT,NT,CR,CR,CR,Gap
sp9351,Tilia chinensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,Covered
sp9352,Tilia chinensis var. intonsa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9353,Tilia chinensis var. investita,wide-ranged,LC,NT,EN,VU,CR,EX,CR,EX,EX,EX,Gap
sp9354,Tilia chingiana,wide-ranged,LC,CR,NT,EN,NT,CR,EN,VU,CR,CR,Gap
sp9355,Tilia endochrysea,wide-ranged,LC,EN,NT,VU,NT,EN,VU,NT,EN,EN,Partial gap
sp9356,Tilia henryana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9357,Tilia henryana var. subglabra,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9358,Tilia japonica,wide-ranged,LC,EN,LC,EN,NT,EN,EN,VU,EN,EN,Partial gap
sp9359,Tilia jiaodongensis,narrow-ranged,NT,LC,LC,LC,LC,LC,LC,EN,NT,NT,Gap
sp9360,Tilia kueichouensis,wide-ranged,LC,VU,CR,EN,CR,VU,CR,CR,CR,EN,Gap
sp9361,Tilia likiangensis,wide-ranged,LC,EX,EX,CR,EX,EX,EX,EX,EX,EX,Gap
sp9362,Tilia mandshurica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9363,Tilia mandshurica var. megaphylla,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9364,Tilia mandshurica var. ovalis,wide-ranged,LC,NT,LC,LC,LC,NT,LC,NT,NT,EN,Gap
sp9365,Tilia mandshurica var. tuberculata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9366,Tilia membranacea,wide-ranged,LC,EN,LC,EN,LC,EN,EN,NT,CR,CR,Gap
sp9367,Tilia miqueliana,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9368,Tilia mongolica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9369,Tilia nobilis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,NT,Partial gap
sp9370,Tilia oliveri,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9371,Tilia oliveri var. cinerascens,wide-ranged,LC,CR,EN,VU,EN,CR,VU,EN,EN,CR,Partial gap
sp9372,Tilia paucicostata,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,Covered
sp9373,Tilia paucicostata var. dictyoneura,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,VU,Partial gap
sp9374,Tilia paucicostata var. yunnanensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,EN,CR,CR,Gap
sp9375,Tilia taishanensis,wide-ranged,LC,LC,EN,LC,EX,CR,CR,EX,EX,EX,Gap
sp9376,Tilia tuan,wide-ranged,LC,NT,LC,LC,NT,VU,NT,NT,VU,VU,Covered
sp9377,Tilia tuan var. chenmoui,narrow-ranged,VU,EX,EX,EX,EX,EX,EX,EX,EX,EX,Gap
sp9378,Tilia tuan var. chinensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9379,Timonius arboreus,narrow-ranged,CR,LC,LC,LC,LC,LC,LC,NT,NT,VU,No protected
sp9380,Tinomiscium petiolare,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9381,Tinospora crispa,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,NT,Gap
sp9382,Tinospora hainanensis,narrow-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9383,Tinospora sinensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Covered
sp9384,Tirpitzia ovoidea,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9385,Tirpitzia sinensis,wide-ranged,LC,LC,NT,NT,NT,NT,NT,VU,VU,NT,Partial gap
sp9386,Toddalia asiatica,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9387,Toona ciliata,wide-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9388,Toona fargesii,narrow-ranged,VU,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9389,Toona sinensis,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
sp9390,Toona sureni,narrow-ranged,LC,CR,LC,LC,EX,LC,LC,EN,EN,EX,Gap
sp9391,Toricellia angulata,wide-ranged,LC,LC,NT,NT,NT,NT,NT,NT,NT,VU,Covered
sp9392,Toricellia tiliifolia,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9393,Torreya fargesii,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,VU,VU,Partial gap
sp9394,Torreya fargesii var. yunnanensis,wide-ranged,EN,LC,NT,NT,EN,CR,EN,CR,CR,CR,Gap
sp9395,Torreya grandis,wide-ranged,VU,NT,LC,NT,LC,NT,NT,NT,NT,VU,Partial gap
sp9396,Torreya grandis var. jiulongshanensis,narrow-ranged,CR,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9397,Torreya jackii,wide-ranged,VU,LC,LC,LC,LC,NT,LC,NT,NT,NT,Gap
sp9398,Tournefortia argentea,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9399,Tournefortia montana,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9400,Tournefortia sarmentosa,wide-ranged,EN,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9401,Toxicodendron acuminatum,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Gap
sp9402,Toxicodendron calcicola,wide-ranged,LC,LC,VU,NT,CR,LC,CR,CR,CR,NT,Gap
sp9403,Toxicodendron delavayi,wide-ranged,LC,LC,LC,LC,LC,LC,LC,NT,NT,NT,Partial gap
